smiles,dock_3fap,dock_7pqv,dock_combined,depth,used_time,mol,is_valid,canon_smiles,is_novel_moses,QED,logP,MW,HBD,HBA,RotB,TPSA,Lipinski_violations,Lipinski_pass,SA_score
O=c1sc(Cc2c[nH]nc2N2CCC(O)CC2)nc2ccccc12,-9.628,-9.362,-18.99,5,19486.791,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8930>,TRUE,O=c1sc(Cc2c[nH]nc2N2CCC(O)CC2)nc2ccccc12,TRUE,0.75997645738628,1.9315,342.424,2,6,3,82.11,0,TRUE,3.013652803990018
O=c1[nH]nc(C2CCCC2)n1-c1ccccc1,-7.946,-7.203,-15.149,5,19486.791,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8990>,TRUE,O=c1[nH]nc(C2CCCC2)n1-c1ccccc1,TRUE,0.857992329870637,2.2181999999999995,229.283,1,3,2,50.68,0,TRUE,2.1057693510713253
O=c1oc2ccccc2n1CCCCC[NH+]1CCN(c2ccc(Cl)cc2)CC1,-9.134,-8.651,-17.785,5,19486.791,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F89F0>,TRUE,O=c1oc2ccccc2n1CCCCC[NH+]1CCN(c2ccc(Cl)cc2)CC1,TRUE,0.6200215441118491,2.8233000000000006,400.93000000000006,1,4,7,42.82,0,TRUE,3.2053660812480285
O=c1nc(CCc2ccccc2O)nc2sccn12,-7.992,-7.672,-15.664,5,19486.791,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8A50>,TRUE,O=c1nc(CCc2ccccc2O)nc2sccn12,TRUE,0.7874678921037437,1.6418,273.317,1,6,3,67.49,0,TRUE,2.59361733513291
O=c1sc(Br)ccc1-c1ccccc1,-8.159,-7.177,-15.336,5,19486.791,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8AB0>,TRUE,O=c1sc(Br)ccc1-c1ccccc1,TRUE,0.7719612576411976,3.5378000000000016,267.147,0,2,1,17.07,0,TRUE,2.1087278933844456
O=c1ncnc2nc(NCc3ccccc3)nc(-c3ccc(Br)cc3)n12,-10.095,-8.545,-18.64,5,19486.791,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8B10>,TRUE,O=c1ncnc2nc(NCc3ccccc3)nc(-c3ccc(Br)cc3)n12,TRUE,0.5581246854073478,2.921100000000002,409.247,1,7,4,85.07,0,TRUE,2.454757222257184
O=c1[nH]c2ccc(F)cc2c(=O)n1-c1ccc(C(N)=O)cc1,-9.287,-8.748,-18.035,5,19486.791,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8B70>,TRUE,NC(=O)c1ccc(-n2c(=O)[nH]c3ccc(F)cc3c2=O)cc1,TRUE,0.7357377562010571,0.9170000000000004,299.261,2,4,2,97.95,0,TRUE,2.0125251226344254
CNc1cc(S(=O)(=O)N(C)C)nc(C2CC2)n1,-7.296,-6.498,-13.794,4,19569.757,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8BD0>,TRUE,CNc1cc(S(=O)(=O)N(C)C)nc(C2CC2)n1,TRUE,0.8003539685257383,0.6459999999999997,256.331,1,5,4,75.19,0,TRUE,2.8957865818405555
CNc1nc(C(=O)N(C)Cc2cc(C)n(C(C)C)c2C)c(C)s1,-7.703,-7.257,-14.96,4,19569.757,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8C30>,TRUE,CNc1nc(C(=O)N(C)Cc2cc(C)n(C(C)C)c2C)c(C)s1,TRUE,0.9054550379368062,3.764660000000003,334.4890000000001,1,5,5,50.16,0,TRUE,2.857805851157945
CNc1cc([C@@H](C)NC(=O)c2ccn(-c3ccccc3)n2)c[nH]1,-8.996,-7.895,-16.891,4,19569.757,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8C90>,TRUE,CNc1cc([C@@H](C)NC(=O)c2ccn(-c3ccccc3)n2)c[nH]1,TRUE,0.6781680998512518,2.7331000000000003,309.373,3,4,5,74.74,0,TRUE,3.100421165571513
CNc1nc(Cl)ncc1NC(=O)CCC(N)=O,-6.543,-6.625,-13.168,4,19569.757,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8CF0>,TRUE,CNc1nc(Cl)ncc1NC(=O)CCC(N)=O,TRUE,0.6605485178733527,0.3756999999999998,257.681,3,5,5,110,0,TRUE,2.489618086857279
Cc1[nH]c(=O)[nH]c(=O)c1CN(C)C(=O)c1cc(C(C)C)nn1C,-8.587,-8.442,-17.029,6,19807.84,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8D50>,TRUE,Cc1[nH]c(=O)[nH]c(=O)c1CN(C)C(=O)c1cc(C(C)C)nn1C,TRUE,0.8560295051151184,0.50072,319.36500000000007,2,5,4,103.85,0,TRUE,2.8052948801617283
Cc1[nH]ccc1CCCNC(=O)CCC1C(C)(C)C1(C)C,-7.586,-8.153,-15.739,6,19807.84,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8DB0>,TRUE,Cc1[nH]ccc1CCCNC(=O)CCC1C(C)(C)C1(C)C,TRUE,0.7364135292119355,3.8343200000000026,290.451,2,1,7,44.89,0,TRUE,2.8899155984541487
Cc1[nH]c2ccccc2c1CCN(C)C(=O)C(=O)Nc1ccc(Br)cc1,-9.848,-8.526,-18.374,6,19807.84,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8E10>,TRUE,Cc1[nH]c2ccccc2c1CCN(C)C(=O)C(=O)Nc1ccc(Br)cc1,TRUE,0.6368628724380676,3.878420000000002,414.303,2,2,4,65.2,0,TRUE,2.2702495105384752
Cc1[nH]c(C(=O)NC)cc1C(=O)[O-],-5.944,-5.981,-11.925,6,19807.84,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8E70>,TRUE,CNC(=O)c1cc(C(=O)[O-])c(C)[nH]1,TRUE,0.6161994155609963,-0.95378,181.171,2,3,2,85.02,0,TRUE,3.1943465373391424
Cc1[nH]c2ccccc2c1CCCNC(=O)N[C@@H](C)c1nc2ccc(C)cc2c(=O)[nH]1,-11.43,-9.365,-20.795,6,19807.84,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8ED0>,TRUE,Cc1ccc2nc([C@H](C)NC(=O)NCCCc3c(C)[nH]c4ccccc34)[nH]c(=O)c2c1,TRUE,0.3564231565704336,4.014240000000002,417.5130000000001,4,3,6,102.67,0,TRUE,2.9240160402560225
Cc1[nH]c(=O)c2c(n1)O[C@H](C)CN2C,-6.409,-6.524,-12.933,6,19807.84,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8F30>,TRUE,Cc1nc2c(c(=O)[nH]1)N(C)C[C@@H](C)O2,TRUE,0.6463220791688792,0.2954199999999998,195.222,1,4,0,58.220000000000006,0,TRUE,3.721592563494088
Cc1[nH]c2ccccc2c1C1CCN(S(=O)(=O)c2c(C)cc(C)cc2C)CC1,-11.604,-9.483,-21.087,6,19807.84,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F8F90>,TRUE,Cc1cc(C)c(S(=O)(=O)N2CCC(c3c(C)[nH]c4ccccc34)CC2)c(C)c1,TRUE,0.6794646212274144,4.969880000000005,396.5560000000002,1,2,3,53.17,0,TRUE,2.3293714499881077
Cc1[nH]c(=O)ccc1NC(=S)NCc1ccc(F)c(F)c1,-8.161,-7.945,-16.106,6,19807.84,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9030>,TRUE,Cc1[nH]c(=O)ccc1NC(=S)NCc1ccc(F)c(F)c1,TRUE,0.7624168938206896,2.4481200000000003,309.341,3,2,3,56.92,0,TRUE,2.329344681440128
Cc1[nH]c2cc(C(=O)N3CCc4ccccc4C3)cnc2c1C,-9.986,-9.467,-19.453,6,19807.84,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9090>,TRUE,Cc1[nH]c2cc(C(=O)N3CCc4ccccc4C3)cnc2c1C,TRUE,0.7490382226409458,3.3782400000000026,305.38100000000003,1,2,1,48.99,0,TRUE,2.328915996750059
Nn1c(=O)c2cccnc2n(Cc2cc(Cl)ccc2O)c1=O,-8.861,-8.184,-17.045,4,19916.317,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F90F0>,TRUE,Nn1c(=O)c2cccnc2n(Cc2cc(Cl)ccc2O)c1=O,TRUE,0.6762686055950876,0.6792999999999989,318.72,2,7,2,103.14,0,TRUE,2.427385400061913
Nn1c(S)nnc1SCC(=O)N1CC[C@](O)(C(F)(F)F)C1,-7.319,-6.704,-14.023,4,19916.317,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9150>,TRUE,Nn1c(S)nnc1SCC(=O)N1CC[C@](O)(C(F)(F)F)C1,TRUE,0.4028137322177297,-0.1016,343.356,3,8,3,97.27,0,TRUE,3.6295593287141656
Nn1/c(=O)[nH]c2ccccc21,-6.44,-5.797,-12.237,4,19916.317,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F91B0>,TRUE,Nn1c(=O)[nH]c2ccccc21,TRUE,0.5194023656672042,0.0433999999999997,149.15299999999996,2,3,0,63.81,0,TRUE,2.350956167562739
Nn1c(-c2ccccc2)nnc1SCc1cccc(F)c1,-9.084,-8.036,-17.12,4,19916.317,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9210>,TRUE,Nn1c(SCc2cccc(F)c2)nnc1-c1ccccc1,TRUE,0.5940194019162048,3.090300000000001,300.362,1,5,4,56.73,0,TRUE,1.9349013757915632
Nn1/c(=N/C(=O)Cc2ccccc2Cl)sc2ccccc21,-8.537,-7.942,-16.479,4,19916.317,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9270>,TRUE,Nn1/c(=N/C(=O)Cc2ccccc2Cl)sc2ccccc21,TRUE,0.7387525492659484,2.740000000000001,317.80100000000004,1,4,2,60.38,0,TRUE,2.404019774278323
CO[C@H]1CCCC[C@@H]1c1nc(C)c(COC(=O)c2scnc2C)s1,-7.888,-7.584,-15.472,5,20083.163,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F92D0>,TRUE,CO[C@H]1CCCC[C@@H]1c1nc(C)c(COC(=O)c2scnc2C)s1,TRUE,0.7405671530421106,4.246040000000003,366.508,0,7,5,61.31,0,TRUE,3.629716758488737
CO[C@H]1CCC[NH+](CCCNC(=O)CNC(=O)c2ccc(Cl)cc2)C1,-8.493,-7.868,-16.361,5,20083.163,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9330>,TRUE,CO[C@H]1CCC[NH+](CCCNC(=O)CNC(=O)c2ccc(Cl)cc2)C1,TRUE,0.5767185609102122,0.2698000000000032,368.8850000000001,3,3,8,71.87,0,TRUE,3.8645203190929234
CO[C@H]1[C@@H](OC(=O)c2cccc(F)c2F)CCC1(C)C,-8.257,-7.384,-15.641,5,20083.163,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9390>,TRUE,CO[C@H]1[C@@H](OC(=O)c2cccc(F)c2F)CCC1(C)C,TRUE,0.7986833635563958,3.3252000000000024,284.302,0,3,3,35.53,0,TRUE,3.331140096798149
CO[C@H]1CCCC[C@@H]1/N=C/c1cncc([N+](=O)[O-])c1,-7.647,-7.469,-15.116,5,20083.163,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F93F0>,TRUE,CO[C@H]1CCCC[C@@H]1/N=C/c1cncc([N+](=O)[O-])c1,TRUE,0.4743633273956652,2.3663000000000007,263.297,0,5,4,77.62,0,TRUE,3.659396321854307
CO[C@H]1[C@@H](C(=O)[O-])CCN1Cc1ccccc1,-7.364,-7.038,-14.402,5,20083.163,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9450>,TRUE,CO[C@H]1[C@@H](C(=O)[O-])CCN1Cc1ccccc1,TRUE,0.7481126187918167,0.2309000000000001,234.275,0,4,4,52.6,0,TRUE,3.46000466529855
CO[C@H]1CCCN(C(=O)[C@@H](Cc2ccccc2)c2ccccc2C)C1,-9.583,-9.223,-18.806,5,20083.163,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F94B0>,TRUE,CO[C@H]1CCCN(C(=O)[C@@H](Cc2ccccc2)c2ccccc2C)C1,TRUE,0.8264029298342267,3.958720000000003,337.46300000000014,0,2,5,29.54,0,TRUE,2.8314210504038666
CO[C@H]1[C@@H](C(=O)[O-])CCN1C(=O)[C@H]1CC(=O)N(C(C)C)C1,-7.077,-7.012,-14.089,5,20083.163,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9510>,TRUE,CO[C@H]1[C@@H](C(=O)[O-])CCN1C(=O)[C@H]1CC(=O)N(C(C)C)C1,TRUE,0.6509556436670849,-1.1858,297.3310000000001,0,5,4,89.98,0,TRUE,4.120335751281876
Oc1ccc2c(c1)C[C@@H](c1ncc(C3CC3)[nH]c1=O)C[NH2+]2,-8.677,-8.862,-17.539,4,20177.969,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9570>,TRUE,O=c1[nH]c(C2CC2)cnc1[C@H]1C[NH2+]c2ccc(O)cc2C1,TRUE,0.565511149731119,0.887699999999999,284.33900000000006,3,3,2,82.59,0,TRUE,4.31199438365922
Oc1ccc(NCc2nccn2Cc2nc3ccccc3s2)cc1,-8.481,-8.558,-17.039,4,20177.969,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F95D0>,TRUE,Oc1ccc(NCc2nccn2Cc2nc3ccccc3s2)cc1,TRUE,0.5433252437288588,3.858800000000003,336.4200000000001,2,6,5,62.97,0,TRUE,2.266216552635738
Oc1ccccc1OCCNC(=O)c1ccc(F)cc1,-7.71,-7.79,-15.5,4,20177.969,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9630>,TRUE,O=C(NCCOc1ccccc1O)c1ccc(F)cc1,TRUE,0.8233938784291571,2.3401000000000005,275.279,2,3,5,58.56,0,TRUE,1.6369514229218023
Oc1cccc(C(=O)/Nc2ccccc2[N+](=O)[O-])c1,-8.225,-8.119,-16.344,4,20177.969,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9690>,TRUE,O=C(Nc1ccccc1[N+](=O)[O-])c1cccc(O)c1,TRUE,0.6531843622451192,2.5527000000000006,258.233,2,4,3,92.47,0,TRUE,1.702875068343095
CN(CC(=O)N(C)Cc1nnnn1C1CC[NH2+]CC1)C1CC1,-7.038,-7.122,-14.16,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F96F0>,TRUE,CN(Cc1nnnn1C1CC[NH2+]CC1)C(=O)CN(C)C1CC1,TRUE,0.7004591750329671,-1.376,308.4100000000001,1,6,6,83.76,0,TRUE,3.715796558179312
CN(C(=O)CN1CC[NH+](Cc2ncccn2)CC1)C1CCCCC1,-8.207,-7.496,-15.703,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9750>,TRUE,CN(C(=O)CN1CC[NH+](Cc2ncccn2)CC1)C1CCCCC1,TRUE,0.8226439652583549,-0.0318,332.4720000000002,1,4,5,53.77000000000001,0,TRUE,3.53341170508892
CN(C)C(=O)c1cccc(NC(=O)CCS(=O)(=O)C2CC[NH2+]CC2)c1,-8.99,-8.429,-17.419,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F97B0>,TRUE,CN(C)C(=O)c1cccc(NC(=O)CCS(=O)(=O)C2CC[NH2+]CC2)c1,TRUE,0.7296780526533689,-0.1424,368.47900000000016,2,4,6,100.16,0,TRUE,3.18005591845089
CN(Cc1nc2ccc(F)cc2cc1C(=O)NCc1ccccc1)c1ccncc1,-10.512,-9.785,-20.297,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9810>,TRUE,CN(Cc1nc2ccc(F)cc2cc1C(=O)NCc1ccccc1)c1ccncc1,TRUE,0.5232570412706798,4.335300000000003,400.4570000000001,1,4,6,58.120000000000005,0,TRUE,2.338246977035272
CN(C1CC1)S(=O)(=O)c1cccc(C(=O)NCC2CCN(c3ccccc3)CC2)c1,-9.818,-9.357,-19.175,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9870>,TRUE,CN(C1CC1)S(=O)(=O)c1cccc(C(=O)NCC2CCN(c3ccccc3)CC2)c1,TRUE,0.7371705316658796,3.1159000000000017,427.5700000000002,1,4,7,69.72,0,TRUE,2.141941001063982
CN(C[C@@H](O)COc1cccc(Cl)c1)C(=O)Cn1cnc2ccccc2c1=O,-8.956,-8.864,-17.82,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F98D0>,TRUE,CN(C[C@@H](O)COc1cccc(Cl)c1)C(=O)Cn1cnc2ccccc2c1=O,TRUE,0.6537208686775555,1.9482,401.85000000000014,1,6,7,84.66,0,TRUE,2.673027850246092
CN(CCNC(=O)c1ccc(Cl)cc1[N+](=O)[O-])C(=O)C1=Cc2ccccc2C1,-9.226,-9.645,-18.871,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9930>,TRUE,CN(CCNC(=O)c1ccc(Cl)cc1[N+](=O)[O-])C(=O)C1=Cc2ccccc2C1,TRUE,0.5963729585924684,3.076100000000001,399.8340000000002,1,4,6,92.55,0,TRUE,2.5087838760236103
CN(C(=O)[C@H]1COc2ccc(C#N)cc21)[C@@H]1CCS(=O)(=O)C1,-7.969,-8.52,-16.489,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9990>,TRUE,CN(C(=O)[C@H]1COc2ccc(C#N)cc21)[C@@H]1CCS(=O)(=O)C1,TRUE,0.7994477310751291,0.67978,320.37000000000006,0,5,2,87.47,0,TRUE,3.4674584614518125
CN(Cc1ccccn1)S(=O)(=O)c1cc(F)cc(F)c1,-8.092,-7.695,-15.787,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F99F0>,TRUE,CN(Cc1ccccn1)S(=O)(=O)c1cc(F)cc(F)c1,TRUE,0.8690604947452603,2.1805000000000003,298.314,0,3,4,50.27,0,TRUE,2.131174536650178
CN(C1CC1)S(=O)(=O)c1ccc(SCCn2ccc3c(C(N)=O)c(=O)sc3c2)cc1,-8.816,-8.725,-17.541,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9A50>,TRUE,CN(C1CC1)S(=O)(=O)c1ccc(SCCn2ccc3c(C(N)=O)c(=O)sc-3c2)cc1,TRUE,0.5176087707377467,2.6887000000000008,463.6060000000002,1,7,8,102.47,0,TRUE,3.10642806424885
CN(C[C@@H]1CCCCO1)C(=O)C[C@@H]1Cc2ccccc2N1Cc1ccc[nH]1,-9,-8.917,-17.917,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9AB0>,TRUE,CN(C[C@@H]1CCCCO1)C(=O)C[C@@H]1Cc2ccccc2N1Cc1ccc[nH]1,TRUE,0.8516266160049949,3.363600000000001,367.4930000000001,1,3,6,48.57,0,TRUE,3.4639696076134454
CN(CCOC[C@H]1CCCO1)C(=O)/C=C/c1ccccc1,-7.928,-7.347,-15.275,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9B10>,TRUE,CN(CCOC[C@H]1CCCO1)C(=O)/C=C/c1ccccc1,TRUE,0.5711528854205632,2.3538,289.375,0,3,7,38.77,0,TRUE,2.677380487064013
CN(C(=O)COc1cccc([N+](=O)[O-])c1)c1ncccc1N,-8.183,-7.947,-16.13,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9B70>,TRUE,CN(C(=O)COc1cccc([N+](=O)[O-])c1)c1ncccc1N,TRUE,0.6630827809930857,1.6137999999999997,302.29,1,6,5,111.59,0,TRUE,2.346769006619292
CN(C)[C@H]1CCC[NH+](C[C@@H]2CC(=O)N(C3CC3)C2)C1,-7.237,-7.025,-14.262,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9BD0>,TRUE,CN(C)[C@H]1CCC[NH+](C[C@@H]2CC(=O)N(C3CC3)C2)C1,TRUE,0.7502724185332384,-0.3938,266.409,1,2,4,27.99,0,TRUE,4.8222196717202745
CN(C1CC1)S(=O)(=O)[C@H]1CCOC1,-5.553,-5.368,-10.921,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9C30>,TRUE,CN(C1CC1)S(=O)(=O)[C@H]1CCOC1,TRUE,0.6609403393617765,0.1992999999999998,205.279,0,3,3,46.61,0,TRUE,3.3179357879611526
CN(C[C@@H]1CCOC1)c1ccc(Cl)nc1[N+](=O)[O-],-7.021,-6.945,-13.966,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9C90>,TRUE,CN(C[C@@H]1CCOC1)c1ccc(Cl)nc1[N+](=O)[O-],TRUE,0.4765657413575569,2.1159,271.704,0,5,4,68.5,0,TRUE,3.3354397276805035
CN(C(=O)c1cnn(Cc2ccccc2F)n1)c1cccc(OCC(F)F)c1,-9.494,-8.667,-18.161,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9CF0>,TRUE,CN(C(=O)c1cnn(Cc2ccccc2F)n1)c1cccc(OCC(F)F)c1,TRUE,0.6206098468738459,3.386000000000003,390.3650000000001,0,5,7,60.25,0,TRUE,2.659694010095965
CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2O)cc1,-8.684,-8.143,-16.827,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9D50>,TRUE,CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2O)cc1,TRUE,0.8423918889428889,1.8948000000000005,320.37000000000006,2,4,4,86.71000000000001,0,TRUE,1.7322464341098325
CN(Cc1ccc(C#N)cc1)C(=O)c1ccc2c(c1)NC(=O)CO2,-9.185,-8.911,-18.096,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9DB0>,TRUE,CN(Cc1ccc(C#N)cc1)C(=O)c1ccc2c(c1)NC(=O)CO2,TRUE,0.9389085051897106,2.1613800000000003,321.33600000000007,1,4,3,82.43,0,TRUE,2.217314478198164
CN(C1CCN(C(=O)C(F)(F)F)CC1)OC1CC1,-6.966,-6.695,-13.661,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9E10>,TRUE,CN(OC1CC1)C1CCN(C(=O)C(F)(F)F)CC1,TRUE,0.7268208901090327,1.5655,266.263,0,3,3,32.78,0,TRUE,2.9557846567611463
CN(C[C@@H](O)c1ccc(Br)cc1)c1nnc([S-])s1,-7.123,-7.149,-14.272,5,20820.254,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9E70>,TRUE,CN(C[C@@H](O)c1ccc(Br)cc1)c1nnc([S-])s1,TRUE,0.8625862264941427,2.3762000000000008,345.267,1,6,4,49.25,0,TRUE,3.645150496911272
O=C[C@@H](C[NH3+])c1ccc(Cl)cc1,-5.826,-5.73,-11.556,5,20925.983,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9ED0>,TRUE,[NH3+]C[C@H](C=O)c1ccc(Cl)cc1,TRUE,0.6964530961970052,0.8644000000000005,184.646,1,1,3,44.71,0,TRUE,3.498178898061461
O=C[C@@H]1CCN(C2=NC=CC[C@@H]2c2ccco2)C1,-8.002,-7.32,-15.322,5,20925.983,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9F30>,TRUE,O=C[C@@H]1CCN(C2=NC=CC[C@@H]2c2ccco2)C1,TRUE,0.7491324823303797,2.1999000000000004,244.294,0,4,2,45.81,0,TRUE,4.143598992033363
O=C[C@@H](Cc1ccccc1)[C@@H]1CCCN(C(=O)NCc2ccncc2)C1,-9.784,-8.852,-18.636,5,20925.983,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1F9F90>,TRUE,O=C[C@@H](Cc1ccccc1)[C@@H]1CCCN(C(=O)NCc2ccncc2)C1,TRUE,0.813790349676642,3.0610000000000017,351.4500000000001,1,3,6,62.3,0,TRUE,3.152093534460116
O=C[C@@H](CNc1cccc(Br)c1)[NH+]1CCCC1,-7.141,-6.59,-13.731,5,20925.983,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1FA030>,TRUE,O=C[C@@H](CNc1cccc(Br)c1)[NH+]1CCCC1,TRUE,0.7984947869698333,1.1071999999999995,298.2040000000001,2,2,5,33.54,0,TRUE,4.350375618223023
O=C[C@@H]1CCCCN1C(=O)Nc1cc([N+](=O)[O-])ccc1Br,-8.165,-7.963,-16.128,5,20925.983,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1FA090>,TRUE,O=C[C@@H]1CCCCN1C(=O)Nc1cc([N+](=O)[O-])ccc1Br,TRUE,0.5119893025988201,2.9426000000000005,356.17600000000004,1,4,3,92.55,0,TRUE,2.940593640953651
O=C[C@@H]1CC(=O)N(Cc2ccc(F)c(F)c2)C1,-7.44,-7.516,-14.956,5,20925.983,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1FA0F0>,TRUE,O=C[C@@H]1CC(=O)N(Cc2ccc(F)c(F)c2)C1,TRUE,0.7496907473869533,1.5122,239.221,0,2,3,37.38,0,TRUE,2.951143793512779
N#CCCN(CCC(=O)N1CCN(c2ccccc2)CC1)c1ccccc1,-9.304,-8.045,-17.349,4,21605.048,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1FA150>,TRUE,N#CCCN(CCC(=O)N1CCN(c2ccccc2)CC1)c1ccccc1,TRUE,0.7592246190437806,3.1455800000000016,362.4770000000001,0,4,7,50.580000000000005,0,TRUE,2.09974173593734
N#C[C@H](CNC(=O)/C=C/c1cnccc1O)C(=O)NC1CC1,-8.071,-7.738,-15.809,4,21605.048,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1FA1B0>,TRUE,N#C[C@H](CNC(=O)/C=C/c1cnccc1O)C(=O)NC1CC1,TRUE,0.6550348955759803,0.3349799999999997,300.31800000000004,3,5,6,115.11,0,TRUE,3.347079391536128
N#C[C@@]1(C(=O)[O-])CCCCN1C(=O)COc1ccc(Br)cc1,-7.822,-7.623,-15.445,4,21605.048,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1FA210>,TRUE,N#C[C@@]1(C(=O)[O-])CCCCN1C(=O)COc1ccc(Br)cc1,TRUE,0.7878102078423008,0.8526800000000004,366.191,0,5,4,93.46,0,TRUE,3.390220375142687
N#CCC[C@@H](CC(=O)[O-])c1cn2cc(F)ccc2c1Br,-7.459,-7.378,-14.837,4,21605.048,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1FA270>,TRUE,N#CCC[C@@H](CC(=O)[O-])c1cn2cc(F)ccc2c1Br,TRUE,0.8404983444180292,2.3682800000000004,338.156,0,4,5,68.33,0,TRUE,4.09019509008702
N#Cc1ccoc1NC(=O)COc1ccc(Cl)cc1,-7.335,-7.23,-14.565,4,21605.048,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1FA2D0>,TRUE,N#Cc1ccoc1NC(=O)COc1ccc(Cl)cc1,TRUE,0.9315228195693492,2.822180000000001,276.679,1,4,4,75.26,0,TRUE,2.3801156101911847
N#CNC(=O)CNc1ccccc1Br,-6.637,-6.2,-12.837,4,21605.048,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1FA330>,TRUE,N#CNC(=O)CNc1ccccc1Br,TRUE,0.6335100637538841,1.4582799999999996,254.087,2,3,3,64.92,0,TRUE,2.309914905218765
N#C[C@@H]1COCCN1c1ccc(C(=O)NCCCc2ccccc2)cn1,-8.828,-7.709,-16.537,4,21605.048,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED1FA390>,TRUE,N#C[C@@H]1COCCN1c1ccc(C(=O)NCCCc2ccccc2)cn1,TRUE,0.8080489073546537,2.17298,350.422,1,5,6,78.25,0,TRUE,2.861576892366825
